HP_ID,info
HP:0040310,neutrophilic sterile arthritis
HP:0025106,nevus roseus diagnosis
HP:0011497,new growth of vessels on the surface of the iris.
HP:0030923,newborn exhibiting a 5-minute apgar score of 3
HP:0001543,newborn with gastroschisis
HP:0030765,night terror episodes
HP:0031355,nighttime sleep maintenance insomnia
HP:0008498,no adult dentition
HP:0008498,no secondary dentition
HP:0012189,nodular sclerosis hodgkin lymphoma
HP:5200292,non restorative sleep
HP:0025342,non-arteritic central retinal artery occlusion
HP:0100335,non-midline cleft lip
HP:0002578,non-obstructive gastroparesis
HP:0001407,non-parasitic liver cysts
HP:0030423,non-parasitic splenic cyst
HP:0002416,non-progressive subependymal cysts
HP:0100035,non-vocal phonic tics
HP:0008711,noncancerous prostate enlargement
HP:0007354,noncurable degenerative disease of motor neurons
HP:0012121,nongranulomatous panuveitis
HP:0006770,nonpapillary rcc
HP:0000878,normal complement of ribs 11 pairs
HP:0004841,normal hemostasis and thrombosis despite fxii deficiency
HP:0002343,normal pressure hydrocephalus syndrome
HP:0100107,normal pseudoepiphysis of the distal phalanx of the 2nd toe
HP:0002907,normal urine appearance but microscopic hematuria
HP:0002190,normal variant choroid plexus cyst
HP:0001334,normal-pressure communicating hydrocephalus
HP:0031663,"normally, the aortic valve closure is followed by the pulmonic valve closure but the a2-p2 interval increases with inspiration and decreases with expiration. with paradoxical splitting, there is a delay in the closure of the aortic valve, so that a2 can follow p2; the individual components can be appreciated at the end of expiration and the interval narrows with inspiration ."
HP:0012311,notable monocytosis in peripheral blood
HP:0005849,note while diffuse cerebral calcification is the given term the synonyms and descriptive phrases focus on the broader concept of widespread or generalized calcification to emphasize the extensive nature of the condition
HP:0007765,note while there are many ways to describe the deep anterior chamber these phrases aim to convey the medical concept clearly and concisely focusing on clinical relevance and utility in patient records or discussions
HP:0100102,noted cone-shaped end part of the outermost bone of the 2nd toe
HP:0001003,numerous liver spots
HP:0031190,numerous lymphocytes surrounding blood vessels in the superfical part of the dermis.
HP:0000722,obsessivecompulsive behaviour
HP:0030711,obstetric emergency: hydrocolpos
HP:0011412,obstetric vacuum extraction
HP:0030711,obstructed müllerian duct leading to hydrocolpos
HP:0002888,obstruction of cerebrospinal fluid flow due to ependymoma
HP:0100676,obstruction-induced vaginal lymphocele
HP:0011962,obstructive azoospermia identified via testicular biopsy
HP:0002870,obstructive sleep apnoea
HP:0030812,obstructive tonsillar enlargement
HP:0007271,occipital myelocele
HP:0025453,"occurence of adrenarche at a later than normal age. adrenarche normally occurs between six and eight years of age with increased adrenal androgen secretion; its exact biologic role is not well understood. it is accompanied by changes in pilosebaceous units, a transient growth spurt and the appearance of axillary and pubic hair in some children, but no sexual development."
HP:0011212,occurence of epileptiform discharges in occipital and central regions during photic stimulation.
HP:4000152,occuring on the left and right in succession. this term can refer to alternating sides of the body or alternative sides of the visual field .
HP:0031152,oct-determined full-thickness macular hole size
HP:0007773,ocular abnormality characterised by premature degeneration of the vitreous and the retina that may be associated with increased risk of retinal detachment.
HP:0001107,ocular albinism syndrome
HP:0031931,"ocular flutter is an abnormal eye movement consisting of repetitive, irregular, involuntary bursts of horizontal saccades without an intersaccadic interval. it is generally superimposed on normal oculomotor behaviour and its occurrence may be favoured by various events, such as blinks, the triggering of normal saccades or optokinetic stimulation."
HP:0011886,ocular hyphema
HP:0012019,ocular lens luxation
HP:0030672,ocular manifestation of asteroid hyalosis
HP:0000657,"ocular motor apraxia is a deficiency in voluntary, horizontal, lateral, fast eye movements with retention of slow pursuit movements. the inability to follow objects visually is often compensated by head movements. there may be decreased smooth pursuit, and cancellation of the vestibulo-ocular reflex."
HP:0001489,ocular pathology: vitreous detachment
HP:0012627,ocular pseudoexfoliation material deposition
HP:0100532,ocular scleritis
HP:0000490,oculars inset in facial plane
HP:0007115,oculo-orbital encephalocele
HP:0100755,odd oral secretions
HP:5200113,offers information
HP:0001539,omphalocele defect
HP:0025390,"on pulmonary high-resolution computed tomography, reticular pattern is characterised by innumerable interlacing shadows suggesting a mesh."
HP:0030507,ophthalmic findings: retinal crystals
HP:0030508,ophthalmoscopic finding: retinal cavernous hemangioma
HP:0030521,optic chiasma malfunction leading to bitemporal hemianopia
HP:0000588,optic disk coloboma
HP:0030508,optic nerve head deformity due to retinal cavernous hemangioma
HP:0007770,optically underdeveloped retina
HP:0030934,oral erythroplasia
HP:0030814,orally displayed orange tonsils
HP:0000802,organic impotence
HP:0031022,oropharyngeal squamous papilloma
HP:0003218,orotic aciduria condition
HP:0004244,os styloideum this term is often used interchangeably with accessory scaphoid and refers to the same additional bone
HP:0010890,osd
HP:0025004,osteoarthritic hallux rigidus
HP:0002669,osteogenic sarcoma with limitation of motion
HP:0004699,osteoporotic metatarsal fracture predisposition
HP:0004699,osteoporotic metatarsal fragility fractures
HP:0004699,osteoporotic metatarsal weakness
HP:0002669,osteosarcoma leading to restricted joint movement
HP:0000884,outwardly prominent sternum
HP:0010618,ovarian fibroma diagnosis
HP:0010618,ovarian fibroma management
HP:0010618,ovarian fibroma pathology
HP:0010618,ovarian fibroma prognosis
HP:0010618,ovarian fibroma recurrence
HP:0010618,ovarian fibroma surgery
HP:0010618,ovarian fibroma symptoms
HP:0010618,ovarian fibroma treatment
HP:0000149,ovarian gonadoblastoma in females
HP:0100621,ovarian malignancy
HP:0008528,overgrown ear hair
HP:0001833,overly long feet
HP:0010810,overly long uvula
HP:0007425,overly stretchable face skin
HP:0001894,overproduction of platelets
HP:0025502,overweight status
HP:0025464,oxidative stress burden
HP:0031601,p wave morphology consistent with p pulmonale
HP:0020192,pachygyria with a mildly thickend cerebral cortex measuring 5-10 mm. note that cortical thickness cannot be measured reliably on scans done between 3 and 24 months of age.
HP:0020189,"pachygyria with cortical thickness above 10 mm with and a posterior predominant severety gradient. the severety gradient is determined based on the gyral width, with gyri typically wider than 5mm over the more severely affected regions. posterior predominant gradient indicates pachygyria more severe other the occipital lobes but also includes a rare perisylvian-predominant pachygyria and a temporal predominant pachygyria."
HP:0020188,"pachygyria with cortical thickness between 5 and 10 mm with and a posterior predominant severety gradient. the severety gradient is determined based on the gyral width, with gyri typically over 5mm over the more severely affected regions. posterior predominant gradient indicates pachygyria more severe other the occipital lobes but also includes a rare perisylvian-predominant pachygyria and a temporal predominant pachygyria."
HP:0020191,"pachygyria with cortical thickness greater than 10 mm and an anterior predominant severity gradient. the severety gradient is determined based on the gyral width, with gyri typically wider than 5mm over the more severely affected regions. anterior predominant gradient indicates pachygyria more severe over the frontal and temporal lobes."
HP:0012618,paediatric urachal cyst
HP:0033345,pain along the course of a nerve.
HP:0025271,painful esophageal spasms
HP:0025258,painful neck stiffness
HP:0002102,painful pleurisy
HP:0002185,paired helical filaments in neurons
HP:0000543,pale optic disk
HP:0010729,pallor of the perifoveal macula of the retina with appearance of a small circular reddish choroid shape as seen through the fovea centralis due to relative transparancy of the macula.
HP:0031500,palpable abdominal mass
HP:0011801,palpable enlargement of parotid gland
HP:0031501,palpable pelvic mass
HP:0006277,pancreas with excessive cell growth
HP:0002895,papillary thyroid carcinoma with lymph node metastasis
HP:0100753,paranoid schizophrenia
HP:0500087,parapapillary atrophy
HP:0003529,parathormoneindependent increased renal tubular ca reabsorption
HP:0002897,parathyroid adenoma with potential for recurrence
HP:0002897,parathyroid adenomas requiring surgical resection
HP:0006780,parathyroid cancer with high pth
HP:0000749,paroxysmal laughter attacks
HP:0004818,paroxysmal nocturnal hemoglobinuria disorder
HP:0031139,passive frog-leg posture
HP:0002025,pathological anal stenosis
HP:0002249,pathological black feces
HP:0002135,pathological calcification of the basal ganglia
HP:0010875,pathological chaddock reflex
HP:0012819,pathological confirmation of myocarditis
HP:0100583,pathological corneal perforation with iris prolapse
HP:0040319,pathological dark urine color
HP:0011801,pathological enlargement of parotid gland
HP:0031188,pathological genital edema
HP:0030904,pathological glabellar reflex
HP:0002516,pathological intracranial hypertension
HP:0011497,pathological iris neovascularization
HP:0001611,pathological nasal speech
HP:0001998,pathological neonatal hypoglycemia
HP:0031226,pathological perinephric fluid collection
HP:0031597,pathological pr segment elevation
HP:0003765,pathological skin changes resembling psoriasis
HP:0040315,pathological tongue edema
HP:0002787,pathological tracheal calcification
HP:0040269,pathologically blocked eustachian tube
HP:0010796,pathologically confirmed brainstem glioma
HP:0004972,pathologically elevated mean arterial pressure
HP:0008318,pathologically high leukocyte alkaline phosphatase
HP:0012066,pathologically increased urinary disaccharide excretion
HP:0100882,pediatric fibrous hamartoma
HP:0010452,pelvic ectopic spleen
HP:0000125,pelvic kidney dysplasia
HP:0031026,pelvis with snail-like ilia
HP:0012044,pendular seesaw nystagmus
HP:0000802,penile erectile dysfunction
HP:0002588,peptic duodenal ulcer
HP:0003193,perennial allergic rhinitis
HP:0011110,periodic tonsillitis
HP:0030431,periosteal osteochondroma
HP:0031485,periosteal reaction with bone formation
HP:0100305,peripheral ring fibers
HP:0004754,permanent afib
HP:0030743,persistance of a posterior remnant of the hyaloid artery located at the optic disc.
HP:0001660,persistant truncus arteriosus
HP:0007968,"persistence of the hyaloid artery, which is the embryonic artery that runs from the optic disk to the posterior lens capsule may persist; the site of attachment may form an opacity. the hyaloid artery is a branch of the ophthalmic artery, and usually regresses completely before birth. this features results from a failure of regression of the hyaloid vessel, which supplies the primary vitreous during embryogenesis and normally regresses in the third trimester of pregnancy, leading to a particular form of posterior cataract."
HP:0032248,persistence of virus in the blood circulation longer than would be normal in an immunocompentent host.
HP:0011448,persistent ankle clonus
HP:0011650,persistent bilateral ductus arteriosus
HP:0012453,persistent bilateral wrist flexion contracture
HP:0002247,persistent duodenal atresia
HP:0001655,persistent fetal heart communication
HP:0012168,persistent head-banging on surfaces
HP:0004872,persistent incisional hernia
HP:0040144,persistent l-2-hydroxyglutaric aciduria
HP:0030166,persistent night sweats
HP:0000982,persistent palmar and plantar keratoderma
HP:0010610,persistent palmar pits
HP:0002697,persistent parietal foramina
HP:0011449,persistent patellar clonus
HP:0010612,persistent plantar pits
HP:0040212,persistent risus sardonicus
HP:0010541,persistent scalp furrows
HP:0030035,persistent struvite nephrolithiasis
HP:0030713,persistent trigeminal arterial system with vein of galen aneurysm
HP:0010479,persistent urachus connection
HP:0030943,persistent vulvar pain
HP:0011227,persistently elevated crp
HP:0003131,persistently high urine cystine levels
HP:0032505,pharyngeal spasms that are provoked by an attempt to drink.
HP:0001741,phimosis in males
HP:0001741,phimosis symptoms
HP:0004848,phpositive acute lymphoblastic leukaemia
HP:0000713,physical agitation
HP:0000965,physiological cutis marmorata
HP:0012323,physiological sleep myoclonus
HP:0007544,"piebaldism is characterized by stable and persistent, well-circumscribed depigmented patches present at birth affecting the skin of the face, trunk, and extremities in a symmetrical distribution."
HP:0031201,pigmented or clear granular casts
HP:0030407,pineocytoma with low proliferative index
HP:0011763,pituitary carcinoma with multiple metastatic foci
HP:0011419,placental abruption incident
HP:0100870,plantar telangiectasia condition
HP:0003454,platelet antibody titer elevated
HP:0040175,platelet-activating factor acetylhydrolase deficiency syndrome
HP:0008279,please note that although these phrases are related to the concept of transient hyperlipidemia it is crucial to ensure that the correct medical terminology is used in a patients records and the specific diagnosis is confirmed through appropriate medical tests and evaluations
HP:0012174,pleomorphic glioblastoma
HP:0004394,plural gastric polyps
HP:0003990,pointed ulna bone the ulna bone has a pointed end instead of a flat end leading to issues with bone articulation and functioning
HP:0003990,pointed ulna syndrome a condition characterized by a pointed ulna bone leading to difficulties in bone alignment movement and overall functioning
HP:0011500,polycoria condition detected
HP:0031677,polymorphic vt
HP:0001748,polysplenia syndrome
HP:0001748,polysplenia with cardiac defects
HP:0002558,polythelia
HP:0006446,poor patellar alignment this phrase describes the misalignment of the patella in relation to the femur which can result from dysplastic patella and lead to various complications
HP:0025152,poor visual behaviour for age
HP:0007766,poorly defined optic disc margins this term refers to the less distinct borders of the optic discs in optic disc hypoplasia
HP:0031497,poorly differentiated mucinous colorectal carcinoma
HP:0006780,poorly differentiated parathyroid carcinoma
HP:0002132,porencephalic cyst communicating with ventricular system
HP:0001658,positive ckmb
HP:0025081,positive darier's sign
HP:0003535,positive for 3-methylglutaconic aciduria
HP:0003131,positive for cystinuria in urine test
HP:0040155,positive for elevated urinary 3-hydroxybutyric acid
HP:0000743,positive frontal release signs
HP:0003108,positive glycinuria test result
HP:0030181,positive gordon sign
HP:0002156,positive homocystinuria test
HP:0012608,positive hypermagnesiuria test
HP:0030180,positive oppenheim sign
HP:0003153,positive test for cystathioninuria
HP:0003150,positive test for glutaric aciduria
HP:0034889,positive urine infectious agent nucleid acid test
HP:0033635,post-capillary pulmonary hypertension is a hemodynamic condition characterised by elevated mean pulmonary artery pressure and pulmonary artery wedge pressure and pulmonary vascular resistance .
HP:0025259,post-inactivity elbow stiffness
HP:0025261,post-inactivity finger stiffness
HP:0025263,post-inactivity knee stiffness
HP:0025258,post-inactivity neck stiffness
HP:0025265,post-inactivity toe stiffness
HP:0025260,post-inactivity wrist stiffness
HP:0002025,post-inflammatory anal stenosis
HP:0025416,post-inflammatory vaginal stricture
HP:0031088,post-menopausal vaginal dryness
HP:0011891,post-partum haemorrhage
HP:0030745,post-surgical ductus arteriosus aneurysm
HP:0100676,post-surgical vaginal lymphocele
HP:0004813,post-transfusion purpura
HP:0040197,post-traumatic encephalomalacia
HP:0006965,post-viral acute necrotizing encephalopathy
HP:0012390,posterior anal fissure
HP:0000627,posterior embryotoxon anomaly
HP:0000627,posterior embryotoxon variant
HP:0002888,posterior fossa ependymoma
HP:0011327,posterior plagiocephaly
HP:0011484,posterior synechiae formation in the eye
HP:0011484,posterior synechiae in anterior chamber
HP:0031173,posterior tibial spur
HP:0030661,posterior vitreous snowballs
HP:0030717,postnatal calcifications from intra-uterine meconium peritonitis
HP:0100602,postpartum preeclampsia
HP:0100595,postural deformity: camptocormia type
HP:0012173,postural orthostatic tachycardia
HP:0030665,postural-exacerbated rubral tremor
HP:0033578,pre-capillary pulmonary hypertension is a haemodynamic condition characterised by elevated mean pulmonary artery pressure and pulmonary vascular resistance accompanied by normal pulmonary artery wedge pressure .
HP:0001177,preaxial thumb duplication
HP:0100776,predisposition to recurrent sore throat
HP:5200110,preferes being alone
HP:0030009,pregnancy-related cervical insufficiency
HP:0040113,presbycusis syndrome
HP:0004836,presence of abnormal promyelocytes
HP:0032146,presence of an abnormal type of hemoglobin characterized by the subsitution of a glutamic acid residue at position 7 following the initial methionine residue by a lysine . the presence of hbc can be determined by hemoglobin electrophoresis.
HP:0045047,presence of an abnormal type of hemoglobin characterized by the subsitution of a glutamic acid residue at position 7 following the initial methionine residue by a valine . the mutation promotes the polymerization of the hbs under conditions of low oxygen concentration. hbs can be identified by multiple methodologies including hemoglobin electrophoresis and high-performance liquid chromatography.
HP:0002135,presence of basal ganglia calcifications
HP:0100316,presence of hirano bodies in nerve cells
HP:0033377,"presence of increased numbers of bombesin-immuno-positive neuroendocrine cells within distal airways. there are no formal criteria for an increase , findings of neuroendocrine cells in at least 70% of bronchioles by lung biopsy and at least 10% necs in an individual airway are consistent with the diagnosis of neuroendocrine cell hyperplasia of infancy in the appropriate clinical setting. increases are also seen in other clicnial settings. neuroendocrine neoplasms of the lung encompass ne tumors , which split into typical and atypical carcinoids, and ne carcinomas ."
HP:0025343,presence of lupus anticoagulant antibodies
HP:0003872,"presence of more than one exostosis originating in one or noth humerus bones. an exostosis is a benign growth the projects outward from the bone surface. it is capped by cartilage, and arises from a bone that develops from cartilage."
HP:0031655,presence of quadricuspid aortic valve
HP:0030507,presence of retinal crystals
HP:0000896,presence of rib exostoses
HP:0012317,presence of sacroiliitis
HP:0030035,presence of struvite kidney stones
HP:0002138,presence of subarachnoid hemorrhage
HP:0003762,presence of two distinct uterine bodies
HP:0002410,pressure gradient in aqueductal stenosis
HP:0001667,pressure overload rvh
HP:0012425,pressure-induced colon ulcer
HP:0100754,pressured speech
HP:0006970,preterm periventricular leukomalacia
HP:0001063,primary acrocyanosis
HP:0001973,primary autoimmune thrombocytopenia
HP:0100312,primary cerebral germinoma
HP:0003003,primary colon cancer
HP:0100607,primary dysmenorrhea
HP:0012280,primary hepatic amyloidosis
HP:0000832,primary hypothyroidism condition
HP:0000832,primary hypothyroidism disorder
HP:0001973,primary immune thrombocytopenia
HP:0011953,primary pulmonary lymphoma
HP:0001950,primary respiratory alkalosis
HP:0002355,problem with walking
HP:0031417,profuse nasal discharge
HP:0009092,progressive alveolar ridge hypertropy
HP:0002025,progressive anal stenosis
HP:0002073,progressive ataxia syndrome
HP:0007047,progressive atrophy of the dentate nucleus
HP:0006855,progressive cerebellar vermis atrophy
HP:0007117,progressive corticospinal tract atrophy
HP:0100252,progressive diaphyseal dysplasia
HP:0008486,progressive lumbar interpedicular narrowing
HP:0002542,progressive olivopontocerebellar degeneration
HP:0007132,progressive pallidal degeneration
HP:0000982,progressive palmar and plantar keratoderma
HP:0100732,progressive pancreatic fibrosis affecting organ function
HP:0002361,progressive psychomotor degeneration
HP:0009067,progressive spinal muscular atrophy disorder
HP:0100758,progressive tissue decay leading to gangrene
HP:0011807,progressive type 1 muscle fiber atrophy
HP:0000870,prolactinemia
HP:0006040,prolonged 2nd metacarpal
HP:0003645,prolonged activated ptt
HP:0004466,prolonged brainstem auditory evoked potentials
HP:0000276,prolonged facial length
HP:0003085,prolonged fibula
HP:0003436,prolonged mepp duration
HP:0031589,prolonged suicidal ideation
HP:0033501,"prominent glomerular basement membrane reflecting a diffuse and relativly uniform increase in thickness with exogenous material deposited between the outer aspect of the gbm and the visceral epithelial cell, with varying degrees of incorporation into the gbm."
HP:0033284,"prominent glomerular basement membrane reflecting an diffuse and relativly uniform increase in thickness with no evidence of electron dense deposits by em. thickening is measured from endothelial to visceral epithelial plasma membrane and mainly attributable to an increase in thickness of the lamina densa, generally to an overall thickness more than 2 standard deviations greater than that of the normal mean gbm thickness for health age- and sex matched individuals."
HP:0007274,prone to recurrent bacterial meningitis
HP:4000008,"pronuclei formation is a critical process during fertilisation. normally, there are two pronuclei , including the paternal pronucleus and the maternal pronucleus, in the zygote after fertilisation. it is generally accepted that multiple pronuclei formation is due to the abnormal extrusion of the second polar body or to abnormal fertilisation with multiple sperm. the mpn therefore can cause infertility and recurrent failure of ivf/icsi."
HP:0011083,protruding conical maxillary incisor
HP:0003179,protrusio acetabuli
HP:0012627,pseudoexfoliation syndrome
HP:0000852,pseudohypoparathyroidism condition
HP:0000852,pseudohypoparathyroidism disorder
HP:0000802,psychogenic impotence
HP:0004961,pulmonary artery sling anomaly
HP:0004961,pulmonary artery sling malformation
HP:0034192,"pulmonary embolism is caused by emboli, which have originated from venous thrombi, travelling to and occluding the arteries of the lung."
HP:0100598,pulmonary oedema
HP:0034389,"pulmonary vein varix , refers to a localised dilatation of a pulmonary vein. pvv is a rare condition and can be congenital or acquired. pvv typically occur at the confluence of the veins adjacent to the left atrium. pvvs are sometimes classified into three morphological types: saccular, tortuous and confluent."
HP:0030950,pulmonary venous hypertension secondary to mitral valve dysfunction
HP:0030950,pulmonary venous hypertension syndrome
HP:0001820,punctate leukonychia
HP:0000635,pure blue eyes
HP:0410017,purulent discharge from ear
HP:0002021,pyloric stenosis diagnosis in infants
HP:0002021,pyloric stenosis in newborns
HP:0002021,pyloric stenosis symptoms in infancy
HP:0002021,pyloric stenosis treatment in newborns
HP:0002021,pyloromyotomy surgery
HP:0004839,pyropoikilocytosis disorder
HP:0031655,quadricuspid aortic valve anomaly
HP:0000897,rachitic changes in ribs
HP:0100676,radiation-induced vaginal lymphocele
HP:0004695,radiographic appearance of calcaneal epiphyseal stippling
HP:0002110,radiographic bronchiectasis
HP:0002135,radiographic evidence of basal ganglia calcification
HP:0003923,radiographic finding: square humeral metaphysis
HP:0006859,radiographic signature of reversible posterior leukoencephalopathy
HP:0005723,radiologic finding: shoe-shaped sella turcica
HP:0002419,radiological molar tooth sign
HP:0010796,radiologically evident brainstem glioma
HP:0002280,radiologically large cisterna magna
HP:0000700,radiolucent halo around tooth root
HP:0030808,ragged cuticle margin
HP:0003200,raggedred muscle fibres
HP:0003231,raised blood tyrosine this phrase is used interchangeably with hypertyrosinemia and is often found in patient summaries and reports
HP:0005168,raised right atrial pressure
HP:0031042,raspberry tongue appearance
HP:0031974,ratio of the height of the cup of the optic nerve head to the height of the disc is 0.6 .
HP:0031975,ratio of the height of the cup of the optic nerve head to the height of the disc is 0.7 .
HP:0031976,ratio of the height of the cup of the optic nerve head to the height of the disc is 0.8 .
HP:0031977,ratio of the height of the cup of the optic nerve head to the height of the disc is 0.9 .
HP:0031978,ratio of the height of the cup of the optic nerve head to the height of the disc is 1.0 .
HP:0000743,re-emergent frontal release signs
HP:0002446,reactive astrocytosis
HP:0001978,reactive extramedullary hematopoiesis
HP:0031485,reactive periosteal reaction
HP:0012051,reactive postprandial hypoglycemia
HP:0011471,received gastrostomy tube feeding in infancy
HP:0005218,recurrent anoperineal fistula
HP:0100739,recurrent bulimia nervosa with inappropriate compensatory methods
HP:0040183,recurrent encopresis
HP:0002036,recurrent hiatal hernia
HP:0040268,recurrent infections of the middle ear
HP:0006582,recurrent liverbrain syndrome this term succinctly captures the two major organ involvements in reye syndromelike episodes emphasizing their recurring nature
HP:0012726,recurrent low potassium levels
HP:0005268,recurrent miscarriage
HP:0000403,recurrent otitis media episodes
HP:0010610,recurrent palmar pits
HP:0100847,recurrent palmoplantar pustules
HP:0010770,recurrent pilonidal fistula
HP:0010612,recurrent plantar pits
HP:0030009,recurrent pregnancy loss due to cervical insufficiency
HP:0003835,recurrent shoulder subluxation
HP:0031589,recurrent suicidal ideation
HP:0030943,recurrent vulvar pain
HP:0003765,recurring skin lesions with psoriasis-like appearance
HP:0012617,red blood cell casts in urine examination
HP:0001041,red face complexion
HP:0002297,red hair shade
HP:0030756,red teeth discoloration
HP:0000265,reddened mastoid area
HP:4000092,"reduced ability to conduct a reciprocal conversation, as expected for language level. may be characterized by deficits in the ability to make comments about discussion topics of others, failure to ask questions, and not building a conversation on comments of others. affected persons may not know what to say next in a conversation, may not notice if others are bored with a given topic, may conduct a one-sided conversation , or may veer off topic more than is socially acceptable."
HP:0005991,reduced abilty to lower the chin towards the chest by bending the neck.
HP:0033453,reduced abilty to move the head back towards the ceiling so that one is looking upwards.
HP:0034527,"reduced activity of phosphoglycerate kinase in muscle tissue. pgk is a glycolytic enzyme that catalyses one of the two atp-producing reactions in the glycolytic pathway, through the conversion of 1,3-bisphosphoglycerate to 3-phosphoglycerate."
HP:4000163,"reduced activity of the enzyme phytanoyl-coa hydroxylase, which plays a role in the catabolism of phytanic acid, a branched-chain fatty acid that is a normal constituent of the human diet."
HP:0031225,reduced arterial oxygen saturation due to intrapulmonary shunting
HP:5200027,reduced attempt to get or direct another's attention
HP:5200137,reduced attempt to get or direct attention of peers
HP:0034362,"reduced brigthness of the foveal reflex, which normally is a bright pinpoint of light that is observed to move sideways or up and down in response to movement of the opthalmoscope."
HP:0012380,reduced carnitine o-palmitoyltransferase level
HP:0012380,"reduced carnitine o-palmitoyltransferase level, leading to a reduced activity of the reaction: palmitoyl-coa + l-carnitine = coa + l-palmitoylcarnitine."
HP:0007766,reduced cuptodisc ratio this term refers to the relationship between the size of the optic cup and the optic disc which can be used to diagnose optic disc hypoplasia
HP:0000654,reduced erg amplitude
HP:0003225,reduced factor v activity in blood clotting cascade
HP:0003964,reduced forearm bone strength this term reflects the decreased ability of osteoporotic forearm bones to withstand mechanical stress and strain
HP:5200328,"reduced frequency or subdued emotional behaviors like crying, laughter, and smiling, making the individual appear apathetic or disinterested."
HP:0034322,reduced galactocerebrosidase activity
HP:0005679,reduced hand mobility caused by dupuytren contracture
HP:0034996,reduced hepatic carbamoylphosphate synthetase activity
HP:5200316,reduced information exchange between individuals.
HP:0045041,reduced lactate dehydrogenase b level
HP:0001882,reduced leukocyte numbers
HP:0011516,reduced light sensitivity
HP:0031373,reduced mouth agility
HP:0025597,reduced movement of the eye due to inferior oblique muscle restriction
HP:0006844,reduced or absent knee jerk reflex
HP:0005982,reduced phenylalanine hydroxylase activity
HP:0007894,"reduced pigmentation of the fundus, typically generalised. fundoscopy may reveal a low level pigment in both rpe and choroid with clear visibility of choroidal vessels or low pigment level in the rpe with deep pigment in choroid so that visible choroidal vessels are separated by deeply pigmented zones ."
HP:0031126,reduced platelet contractility
HP:0003513,reduced ration of renal ca2 to creatinine clearance
HP:5200004,reduced response to another's attempt to get direct attention
HP:0002578,reduced stomach emptying
HP:0031623,reduced superior sulcus depth
HP:0000227,reduced tongue telangiectasia
HP:5200131,reduced use of language for social purposes
HP:0003762,redundant mullerian remnants leading to double uterus
HP:0031786,refixation eyelid twitch
HP:0031786,refixation-induced lid twitch
HP:0002592,refractory gastric ulcer a chronic and persistent stomach ulcer resistant to conventional therapies and treatments
HP:0004864,refractory sideroblastic anemia
HP:0003076,renal glycosuria
HP:0032955,"renal ltubular nuclear inclusions have a ground-glass appearance with irregular central clearing, or a coarse, vesicular appearance. distal tubules are involved more often than proximal tubules. there may be only medullary involvement in early stages, and parietal epithelial cells may be involved in later stages of the infection. infected epithelial cell nuclei stain with antibody to the large t antigen of the sv40 virus, which serves as a surrogate marker of human polyomavirus infection."
HP:0002049,"renal tubular acidosis, proximal type"
HP:0008660,renal tubular aplasia  this term emphasizes the absence of the renal tubules a feature of renotubular dysgenesis
HP:0008660,renal tubule hypoplasia  this term indicates the underdevelopment of the renal tubules in renotubular dysgenesis
HP:0002740,repeated e coli bacterial invasions
HP:0012168,repeated head-banging episodes against surfaces
HP:0031814,repetition of one's own words or phrases is a common occurrence.
HP:0000733,repetitive behaviour stereotypic behavior
HP:0000643,repetitive eyelid twitching
HP:0012168,repetitive head-banging behavior
HP:0012315,resolving histiocytoma
HP:0006378,resorption of patella this phrase describes the process of bone breakdown and resorption that occurs in osteolysis of patellae
HP:0002835,respiratory foreign body aspiration
HP:0002105,respiratory tract bleeding
HP:0005876,restrained movement this term emphasizes the limited mobility and range of motion experienced by patients with progressive flexion contractures
HP:0000723,restrictive behaviour
HP:0008043,retinal arteriolar narrowing as a vascular sign
HP:0008043,retinal arteriolar narrowing observed on funduscopy
HP:0030508,retinal cavernous hemangioma with potential for vision-threatening complications
HP:0030508,retinal cavernous hemangioma with visual acuity loss
HP:0030637,"retinal phenotype characterised by cone photoreceptor dysfunction and preserved rod system. the abnormality is typically stationary or very slowly progressive and findings may include reduced central vision, colour vision abnormalities, nystagmus and photophobia."
HP:0031153,retrolental membranous vitreous
HP:0006729,retroperitoneal chemodectomas
HP:0010452,retroperitoneal ectopic spleen
HP:0033174,"return of lavage fluid characteristically has a bloody apperance in pulmonary alveolar hemorrhage. this is due to admixture of blood, which typically increases with each consecutive lavage portion. microscopically erythrocytes can be seen. after 24 to 48 h macrophages contain phagocytosed erythrocytes, indicating previous bleeding."
HP:0033173,"return of lavage fluid with a milky apperance due to the accumulation of a mixture of pulmonary surfactant, which is a lipoprotein complex, in the alveolar space."
HP:0010446,rheumatic tricuspid stenosis
HP:0030831,rhonchi heard on auscultation
HP:0040212,rictus grin syndrome
HP:0008402,ridged fingernail plates
HP:0002744,right and left cleft lip and palate
HP:0003003,right-sided colon cancer
HP:0031201,rod-shaped granular casts
HP:0025171,rosette-forming glioneuronal tumour
HP:0012044,rotary seesaw nystagmus
HP:0030804,rough-textured nails: a sign of trachyonychia
HP:0002253,sac-like colonic diverticula
HP:0012449,sacroiliac joint synovitis manifestation
HP:0000127,salt-wasting disorder
HP:0003805,sarcolemmal rimmed vacuoles
HP:0100305,sarcoplasmic ring fibers
HP:0004244,scaphoid variant this phrase highlights the relationship of the accessory scaphoid to the main scaphoid bone in the wrist
HP:0002043,scar-tissue induced esophageal stricture
HP:0008488,scheuermanns disease a specific medical condition that can cause anterior rounding of vertebral bodies particularly in adolescents
HP:0001981,schistocytes in blood
