HP:0000002	Altura corporal anormal
HP:0003272	['Anomalía del hueso de la cadera', 'Anomalía de las caderas']
HP:0003273	['Contractura de flexión de caderas', 'Contracturas de flexión de la cadera', 'Contracturas de cadera', 'Contracturas de flexión de la cadera']
HP:0003274	['Hipoplasia acetabular', 'Acetábulos hipoplásicos']
HP:0003275	['Pelvis estrecha', 'Pelvis estrecha']
HP:0003278	['Pelvis cuadrada', 'Hueso cuadrado de la pelvis', 'Pelvis cuadrada']
HP:0003281	['Ferritina sérica elevada', 'Nivel elevado de ferritina', 'Hiperferritinemia', 'Hiperferritinemia', 'Aumento de la ferritina', 'Aumento de la ferritina plasmática', 'Aumento del nivel de ferritina sérica']
HP:0003282	['Disminución de la fosfatasa alcalina sérica', 'Fosfatasa alcalina baja', 'ALP bajo']
HP:0003292	['Disminución de la leptina sérica', 'Reducción del nivel de leptina circulante']
HP:0003297	['Niveles elevados de lisina en orina', 'Lisinuria']
HP:0003300	['Cuerpo vertebral de bala', 'Cuerpos vertebrales ovalados', 'Vértebras ovoides', 'Cuerpos vertebrales ovoides']
HP:0003301	['irregularidades en la placa terminal', 'irregularidades de la placa terminal', 'irregularidad de la placa terminal', 'Placas extremas irregulares', 'Placas terminales irregulares', 'placas vertebrales irregulares', 'irregularidad de la placa vertebral']
HP:0003302	['Desplazamiento de una columna vertebral respecto a otra', 'Deslizamiento de la columna vertebral', 'Espondilolistesis']
HP:0003306	['Reducción del movimiento de la columna vertebral', 'Columna vertebral rígida']
HP:0003307	['Lordosis', 'Vaivén prominente']
HP:0003310	['Clavija odontoide anormal', 'Apófisis odontoides anormal', 'Anomalía de la apófisis odontoides']
HP:0003311	['Apófisis odontoides hipoplásica', 'Hipoplasia odontoide', 'Pequeña clavija odontoide', 'Apófisis odontoides pequeña']
HP:0003312	['Cuerpos vertebrales anormales', 'Vértebras de forma anormal']
HP:0003316	['Rachischisis anterior', 'Vértebras de mariposa', 'Hendidura sagital de las vértebras']
HP:0003319	['Columna cervical anormal', 'Anomalía de la vértebra cervical', 'Anomalía de las vértebras cervicales', 'Anomalías de la columna cervical', 'Anomalías de las vértebras cervicales', 'Anomalías vertebrales cervicales', 'Trastorno de la vértebra cervical']
HP:0003323	['Debilidad muscular progresiva', 'Debilidad muscular progresiva']
HP:0003324	['Debilidad muscular generalizada', 'Debilidad generalizada', 'Debilidad generalizada', 'Debilidad muscular difusa', 'Debilidad muscular generalizada', 'Debilidad muscular generalizada']
HP:0003325	['Debilidad de la cintura', 'Debilidad muscular de la cintura', 'Debilidad muscular de la cintura']
HP:0003326	['Dolor muscular', 'Dolor muscular', 'Mialgia']
HP:0003339	['Anemia corregida con ácido uridílico y ácido citidílico', 'Anemia corregida con ácido uridílico y ácido citidílico', 'Anemia megaloblástica pirimidínica']
HP:0003341	['Ampollas con división de la unión', 'División de la unión', 'Ampollas subepidérmicas con hendiduras en la lámina lúcida']
HP:0003348	['Aumento de alanina en sangre', 'Aumento de la alanina sérica']
HP:0003351	['Disminución del nivel de renina circulante', 'Disminución de la actividad de la renina plasmática', 'Baja actividad de la renina plasmática', 'Supresión de la actividad de la renina plasmática']
HP:0003354	['Treonina circulante elevada', 'Niveles elevados de treonina en sangre']
HP:0003355	['Hallazgos anormales de aminoácidos urinarios', 'Niveles elevados de aminoácidos en orina', 'Hyperaminoaciduria', 'Aumento de los niveles de animoácidos en la orina']
HP:0003359	['Disminución del sulfato urinario', 'Disminución del sulfato urinario']
HP:0003362	['Aumento del colesterol circulante de lipoproteínas de muy baja densidad', 'Aumento de los niveles circulantes de lipoproteínas de muy baja densidad', 'Aumento del colesterol VLDL en plasma']
HP:0003363	['Situs inversus visceralis', 'Situs inversus viscerum']
HP:0003365	['Coxalgia', 'Artralgia de cadera', 'Dolor en la articulación de la cadera']
HP:0003366	['Cuello o cabeza del fémur anormal', 'Anomalía de la región del cuello o de la cabeza del fémur']
HP:0003367	['Cuello anormal del fémur', 'Anomalía del cuello femoral']
HP:0003368	['Cabeza de fémur anormal', 'Anomalía de la cabeza femoral']
HP:0003370	['Epífisis femoral plana', 'Extremo plano del hueso más interno del muslo', 'Epífisis plana de la cabeza del fémur', 'Epífisis femoral proximal plana', 'Epífisis femoral proximal aplanada']
HP:0003371	['Agrandamiento de la epífisis capital del fémur', 'Extremo agrandado de la parte más interna del fémur']
HP:0003375	['Muescas sacrosciáticas mayores estrechas', 'Muesca sacroilíaca estrecha', 'Muesca sacrociática estrecha', 'Muescas ciáticas estrechas', 'Estrechamiento de la escotadura ciática mayor', 'Estrechamiento de la escotadura sacrociática', 'Muesca sacrociática pequeña', 'Pequeñas muescas sacrosciáticas']
HP:0003380	['Disminución del número de fibras mielinizadas grandes y pequeñas', 'Disminución del número de fibras mielinizadas grandes y pequeñas', 'Disminución del número de fibras nerviosas mielinizadas periféricas', 'Pérdida de fibras mielinizadas', 'Pérdida de fibras mielinizadas']
HP:0003387	['Disminución del número de grandes fibras nerviosas mielinizadas periféricas', 'Agotamiento de las grandes fibras mielinizadas', 'Agotamiento de las grandes fibras mielinizadas', 'Pérdida de grandes fibras mielinizadas', 'Pérdida de grandes fibras mielinizadas', 'Pérdida de fibras nerviosas mielinizadas más grandes', 'Pérdida de fibras nerviosas mielinizadas más grandes']
HP:0003390	['Neuropatía sensorial axonal', 'Neuropatía axonal sensorial periférica']
HP:0003391	['Cartel de Gower', 'Signo de Gower positivo', 'Signo de Gowers positivo']
HP:0003394	['Calambres musculares', 'Espasmos musculares']
HP:0003396	['Quiste lleno de líquido en la médula espinal', 'Syrinx']
HP:0003401	['Parestesias', 'Sensación de pinchazos', 'Hormigueo']
HP:0003402	['Disminución de la MEPP', 'Pequeñas corrientes en miniatura en los extremos', 'Pequeños potenciales de placa terminal en miniatura']
HP:0003403	['EMG: disminución a la estimulación repetitiva', 'EMG: respuesta decremental del CMAP a la estimulación nerviosa repetitiva']
HP:0003414	['Subluxación atlanto-axoidea', 'Subluxación atlantoaxoidea']
HP:0003416	['Canal espinal estrecho', 'Estenosis espinal']
HP:0003417	['hendidura coronal de las vértebras', 'Hendiduras coronales', 'Hendiduras vertebrales coronales', 'Hendiduras vertebrales coronales']
HP:0003419	['Lumbalgia', 'Lumbago']
HP:0003431	['Disminución de la VCN motora', 'Disminución de las velocidades de conducción del nervio motor', 'Velocidad de conducción del nervio motor reducida']
HP:0003436	['MEPC prolongado', 'MEPP prolongado', 'Potenciales miniatura de placa terminal prolongados']
HP:0003445	['EMG: anomalías neurogénicas', 'EMG: cambios neurogénicos', 'EMG: hallazgos neurogénicos']
HP:0003448	['Disminución de la VCN sensorial', 'Disminución de las velocidades de conducción nerviosa sensorial']
HP:0003453	['Anticuerpos antineutrófilos', 'Anticuerpo neutrófilo positivo']
HP:0003455	['Ácidos grasos de cadena larga elevados', 'Acidos grasos de cadena larga elevados en suero', 'Aumento de los ácidos grasos de cadena larga en suero']
HP:0003457	['Hallazgo electromiográfico anormal', 'EMG anormal', 'Electromiograma anormal', 'Anomalías EMG']
HP:0003458	['EMG: cambios miopáticos', 'EMG: miopatía', 'Electromiograma miopático']
HP:0003460	['Disminución de IgA total en sangre', 'Deficiencia total de inmunoglobulina A']
HP:0003468	['Vértebras anormales', 'Anomalía de las vértebras', 'Anomalías vertebrales múltiples', 'Anomalías vertebrales']
HP:0003470	['Incapacidad para moverse', 'Parálisis']
HP:0003473	['Debilidad fatigable de los músculos de las extremidades', 'Debilidad muscular generalizada debida a un defecto en la unión neuromuscular', 'Debilidad muscular generalizada debida a un defecto en la unión neuromuscular', 'Miastenia', 'Debilidad miasténica', 'Debilidad muscular proximal debida a un defecto en la unión neuromuscular']
HP:0003477	['Neuropatía axonal', 'Neuropatía periférica axonal']
HP:0003484	['Disminución de la fuerza del brazo', 'Brazo débil']
HP:0003487	['Reflejos plantares extensores', 'Extensor plantar response', 'Extensor plantar responses', 'Señal de Babinski positiva']
HP:0003493	['Anticuerpos antinucleares', 'Anticuerpos antinucleares positivos', 'Anticuerpos antinucleares elevados', 'Anticuerpos antinucleares séricos']
HP:0003496	['Aumento de los niveles de IgM', 'Aumento de los niveles de IgM']
HP:0003498	['Estatura baja, desproporcionada', 'Baja estatura, desproporción severa']
HP:0003502	['Estatura relativamente baja', 'baja estatura, leve']
HP:0003508	['Estatura pequeña y proporcionada', 'Estatura baja, proporcionada']
HP:0003510	['Enanismo', 'Enanismo proporcionado', 'Baja estatura severa', 'Baja estatura, extrema', 'Baja estatura, grave']
HP:0003513	['Reducción de la relación entre el aclaramiento renal de calcio y el aclaramiento de creatinina', 'Reducción de la relación entre el aclaramiento renal de Ca y el aclaramiento de creatinina', 'Reducción de la relación entre el Ca2+ renal y el aclaramiento de creatinina']
HP:0003517	['Sobrecrecimiento fetal', 'Sobrecrecimiento fetal']
HP:0003521	['Enanismo desproporcionado de tronco corto', 'Baja estatura con tronco corto desproporcionado', 'Enanismo de tronco corto']
HP:0003524	['Disminución de la actividad de la metionina sintasa', 'Disminución de la actividad de la metionina sintasa', 'Deficiencia de metionina sintasa', 'Reducción de la actividad de la metionina sintasa']
HP:0003529	['Aumento de la reabsorción tubular renal de Ca independiente de la parathormona', 'Aumento de la reabsorción tubular renal de Ca2+ independiente de la parathormona']
HP:0003530	['Acidemia glutárica', 'Acidemia glutárica']
HP:0003538	['Aumento de la iduronato sulfatasa sérica', 'Aumento del nivel sérico de iduronato sulfatasa']
HP:0003540	['Agregación plaquetaria defectuosa', 'Agregación plaquetaria deficiente', 'Defecto de agregación plaquetaria']
HP:0003542	['Aumento del piruvato sérico', 'Aumento del ácido pirúvico sérico']
HP:0003546	['Disminución de la capacidad para hacer ejercicio', 'Incapacidad para hacer ejercicio', 'Baja resistencia al ejercicio', 'Mala tolerancia al ejercicio']
HP:0003547	['Debilidad muscular, cintura escapular', 'Debilidad de la cintura escapular', 'Debilidad del hombro', 'Debilidad de los músculos del hombro']
HP:0003554	['Atrofia de fibras de tipo 2', 'Atrofia de fibras de tipo 2', 'Atrofia de fibras musculares de tipo 2']
HP:0003555	['Separación de fibras', 'Separación de fibras', 'Rotura de fibras musculares']
HP:0003557	['Mayor variación del tamaño de las fibras', 'Mayor variación del tamaño de las fibras', 'Mayor variabilidad del tamaño de las fibras musculares', 'Mayor variabilidad del diámetro de las fibras musculares', 'Mayor variabilidad del tamaño de las fibras musculares', 'Mayor variación del tamaño de las fibras', 'Mayor variación del tamaño de las fibras', 'Mayor variación del tamaño de las fibras musculares', 'Mayor variación del tamaño de las fibras musculares', 'Variación del tamaño de las fibras musculares', 'Variación del tamaño de las fibras musculares']
HP:0003560	['Distrofia muscular congénita', 'La biopsia muscular muestra cambios distróficos']
HP:0003561	['Longitud al nacer < 3er percentil', 'Longitud al nacer <3 percentil']
HP:0003563	['Disminución de los niveles circulantes de lipoproteínas de baja densidad', 'Disminución de LDL', 'Disminución de la concentración de LDLc', 'Hipobetalipoproteinemia']
HP:0003565	['VSG elevada', 'Velocidad de sedimentación elevada', 'Velocidad de eritrosedimentación elevada', 'ESR alta', 'Aumento de la velocidad de eritrosedimentación', 'Velocidad de eritrosedimentación elevada']
HP:0003568	['Disminución de la actividad de la glucosa fosfato isomerasa', 'Deficiencia de glucosa-fosfato isomerasa', 'Deficiencia de fosfohexosa isomerasa']
HP:0003573	['Total bili alto', 'Aumento de la bilirrubina']
HP:0003575	['Na intracelular elevado', 'Aumento de los niveles intracelulares de Na']
HP:0003577	['Inicio al nacer', 'Síntomas presentes al nacer']
HP:0003581	['Inicio en la edad adulta', 'Inicio en la edad adulta temprana', 'Los síntomas comienzan en la edad adulta']
HP:0003593	['Inicio infantil', 'Inicio en el primer año de vida', 'Inicio en la infancia']
HP:0003613	['Anticuerpos antifosfolípidos', 'Anticuerpo antifosfolípido', 'Positividad de anticuerpos fosfolípidos']
HP:0003623	['Inicio neonatal', 'Inicio en las primeras semanas de vida', 'Inicio en periodo neonatal']
HP:0003634	['Ausencia de músculos desde el nacimiento', 'Ausencia congénita de músculos']
HP:0003635	['Pérdida de tejido adiposo bajo la piel en las extremidades', 'Pérdida de tejido adiposo subcutáneo de las extremidades']
HP:0003637	['Nivel reducido de 4-hidroxifenilpiruvato dioxigenasa', 'Reducción de la actividad HPPD']
HP:0003641	['Hemoglobina en orina', 'Hemoglobina y orina']
HP:0003642	['Enfoque isoeléctrico anormal de la transferrina sérica, patrón tipo I', 'Enfoque isoeléctrico de la transferrina sérica compatible con CDG tipo I', 'Perfil de la isoforma de transferrina de tipo 1']
HP:0003645	['Tiempo de tromboplastina parcial anormal', 'Retraso en la generación de tromboplastina', 'Tiempo de tromboplastina parcial prolongado', 'Tiempo de tromboplastina parcial activada prolongado', 'PTT prolongado']
HP:0003646	['Aumento de la concentración de bicarbonato en orina', 'Aumento de la concentración de HCO3 en orina']
HP:0003648	['Niveles elevados de ácido láctico en orina', 'Aumento del lactato en orina']
HP:0003651	['Histiocitos espumosos', 'Macrófagos espumosos', 'Histiocitos cargados de lípidos', 'Presencia de células espumosas']
HP:0003652	['Mioglobinuria episódica', 'Myoglobinuria, recurrent']
HP:0003658	['Disminución de la metionina plasmática', 'Disminución de la metionina sérica']
HP:0003674	['Edad de inicio', 'Comienzan los síntomas de la edad']
HP:0003676	['Trastorno progresivo', 'Empeora con el tiempo']
HP:0003677	['Los signos y síntomas empeoran lentamente con el tiempo', 'Progresión lenta de la enfermedad', 'Progresión lenta', 'Trastorno lentamente progresivo']
HP:0003678	['Progresión rápida', 'Trastorno rápidamente progresivo', 'Empeora rápidamente']
HP:0003680	['No empeora', 'No progresivo', 'Curso no progresivo', 'Trastorno no progresivo', 'Estacionario']
HP:0003687	['Núcleos centrales', 'Núcleos centralizados', 'Núcleos sarcoméricos centralizados', 'Núcleos centralizados', 'Núcleos sarcoméricos centralizados', 'Fibras musculares esqueléticas nucleadas centralmente']
HP:0003688	['Deficiencia de citocromo c oxidasa en el músculo esquelético', 'Fibras musculares con citocromo C oxidasa negativo', 'Disminución de la actividad de la citocromo C oxidasa en el tejido muscular', 'Disminución de la actividad de la citocromo c oxidasa del músculo esquelético']
HP:0003690	['Debilidad muscular de las extremidades', 'Debilidad de las extremidades']
HP:0003691	['Scapula alata', 'Debilidad escapular', 'Escápulas aladas', 'Escápulas aladas', 'Omóplato alado']
HP:0003693	['Amiotrofia de los músculos distales de las extremidades', 'Amiotrofia distal, especialmente de manos y pies', 'Atrofia muscular de las extremidades distales', 'Atrofia muscular distal', 'Atrofia muscular distal, miembros superiores e inferiores', 'Degeneración muscular distal', 'Debilitamiento muscular distal', 'Distal muscular atrophy', 'Atrofia muscular distal']
HP:0003696	['Ausencia de la parte final del hueso más externo del dedo meñique', 'Ausencia de la parte final del hueso más externo del dedo meñique', 'Ausencia de la parte final del hueso más externo del dedo meñique']
HP:0003698	['Dificultad para ponerse de pie', 'Inestabilidad de pie']
HP:0003700	['Amiotrofia difusa', 'Atrofia muscular difusa', 'Atrofia muscular difusa', 'Emaciación difusa del músculo esquelético', 'Amiotrofia generalizada', 'Atrofia muscular generalizada', 'Degeneración muscular generalizada', 'Atrofia muscular generalizada', 'Degeneración muscular generalizada', 'Atrofia muscular difusa', 'Atrofia muscular generalizada', 'Atrofia muscular generalizada', 'Atrofia muscular generalizada', 'Atrofia muscular generalizada']
HP:0003701	['Debilidad muscular proximal', 'Debilidad muscular de las extremidades proximales', 'Debilidad de las extremidades proximales', 'Debilidad muscular neurogénica proximal', 'Debilidad en los músculos de la parte superior de brazos y piernas']
HP:0003710	['Calambres musculares inducidos por el ejercicio', 'Calambres musculares inducidos por el ejercicio', 'Calambres musculares tras el ejercicio', 'Calambres musculares durante el ejercicio', 'Calambres musculares de esfuerzo', 'Calambres musculares de esfuerzo']
HP:0003712	['Músculos hipertróficos', 'Aumento de las células musculares esqueléticas', 'Hipertrofia muscular', 'Hipertrofia muscular']
HP:0003720	['Aumento generalizado del tamaño de las células musculares', 'Hipertrofia muscular generalizada', 'Aumento generalizado del tamaño de las células musculares']
HP:0003722	['Debilidad en la flexión del cuello', 'Debilidad de los músculos flexores del cuello']
HP:0003724	['Atrofia de la cintura escapular', 'Pérdida de masa muscular de la cintura escapular', 'Atrofia muscular de la cintura escapular']
HP:0003738	['Dolor muscular inducido por el ejercicio', 'Dolor muscular al hacer ejercicio', 'Dolor muscular con el ejercicio', 'Dolor muscular inducido por el ejercicio']
HP:0003745	['Casos aislados', 'Sin antecedentes familiares']
HP:0003749	['Debilidad muscular de la cintura', 'Debilidad de la cintura escapular', 'Debilidad muscular de la cintura', 'Debilidad de la cintura pélvica']
HP:0003758	['Disminución del tejido adiposo subcutáneo', 'Disminución de la grasa subcutánea', 'Reducción del tejido adiposo bajo la piel', 'Reducción de la grasa subcutánea', 'Escaso tejido adiposo']
HP:0003762	['Úteros didélficos', 'Útero didélfico', 'Útero didelfico', 'Útero doble', 'Duplicación del útero', 'Útero dúplex', 'Útero duplicado', 'Duplicación de útero', 'Didelfia uterina', 'Didelfia uterina', 'Uterus didelphis', 'Uterus didelphus', 'Dúplex uterino']
HP:0003764	['Topo', 'Naevi', 'Naevus', 'Nevi']
HP:0003771	['Dentículos falsos', 'Falsos cálculos pulpares', 'Calcificaciones pulpares', 'Dentículos pulpares', 'Piedras de pulpa', 'Pulpoliths', 'Dentículos verdaderos', 'Piedras de pulpa verdadera']
HP:0003774	['Insuficiencia renal crónica', 'Enfermedad renal terminal', 'Insuficiencia renal terminal', 'Enfermedad renal terminal', 'Insuficiencia renal terminal', 'Insuficiencia renal terminal', 'Enfermedad renal crónica en estadio 5']
HP:0003778	['Disminución de la altura de la rama mandibular', 'Disminución del tamaño de la rama mandibular', 'Cuerpo corto y rama de la mandíbula', 'Rama mandibular corta', 'Rama mandibular subdesarrollada']
HP:0003779	['Muesca antegonial profunda de la mandíbula', 'Gran escotadura antegonial de la mandíbula']
HP:0003781	['Producción excesiva de saliva', 'Salivación excesiva', 'Hipersalivación', 'Se me hace la boca agua', 'Oversalivation', 'Ptialismo', 'Boca acuosa']
HP:0003795	['Huesos medios cortos (pies)', 'Falanges medias cortas de los dedos de los pies']
HP:0003797	['Miopatía de cinturas', 'Desgaste del músculo de la cintura']
HP:0003799	['Retraso marcado de la edad ósea', 'Retraso marcado en la maduración del esqueleto', 'Edad ósea marcadamente retrasada']
HP:0003803	['Predominio de fibras musculares de tipo 1', 'Predominio de fibras musculares de tipo I', 'Predominio de fibras musculares de tipo I']
HP:0003812	['Heterogeneidad clínica', 'Fenotipo clínico muy variable', 'Fenotipo muy variable', 'Fenotipo y gravedad muy variables', 'Fenotipo muy variable, incluso dentro de una misma familia', 'Fenotipo variable', 'Gravedad fenotípica variable']
HP:0003826	['Muerte fetal', 'Muerte fetal', 'Muerte fetal', 'Foetal demise', 'Muerte fetal tardía', 'Muerte fetal tardía', 'Mortinato', 'Nacido muerto']
HP:0003828	['Gravedad muy variable', 'Gravedad variable']
HP:0003829	['Penetrancia incompleta', 'Penetrancia reducida']
HP:0003831	['Penetrancia dependiente de la edad', 'Penetrancia dependiente de la edad', 'Se caracteriza por una penetrancia relacionada con la edad']
HP:0003839	['Forma anormal de la parte final de los huesos largos del miembro superior', 'Anomalía de las epífisis de los miembros superiores', 'Anomalía de la morfología de la epífisis del miembro superior', 'Anomalía de la placa epifisaria de los miembros superiores']
HP:0003846	['Placas epifisarias anchas de los miembros superiores', 'Placas de crecimiento anchas de los miembros superiores']
HP:0003849	['Metáfisis acampanadas de los miembros superiores', 'Porción ancha ensanchada del hueso del miembro superior']
HP:0003850	['Metáfisis irregulares de los miembros superiores', 'Porción ancha irregular de los huesos de las extremidades superiores']
HP:0003856	['Porción ancha del hueso del miembro superior', 'Metáfisis anchas/largas de los miembros superiores']
HP:0003861	['Asta ancha del hueso largo de los miembros superiores', 'Diáfisis anchas de los miembros superiores', 'Asta ancha del hueso largo de los miembros superiores']
HP:0003862	['Ausencia de hueso largo en la parte superior del brazo', 'Aplasia del húmero', 'Húmero aplásico']
HP:0003865	['Hueso largo arqueado en la parte superior del brazo', 'Arqueo del húmero', 'Arqueo humeral']
HP:0003881	['Aumento de la densidad ósea en el hueso largo del brazo', 'Esclerosis del húmero']
HP:0003886	['Húmero ancho', 'Hueso largo ancho del brazo']
HP:0003887	['Cabeza anormal del hueso largo del brazo', 'Anomalía de las cabezas humerales']
HP:0003891	['Anomalía de la parte final del hueso largo del brazo', 'Anomalía de las epífisis humerales', 'Anomalía de la epífisis humeral']
HP:0003892	['Ausencia de maduración de la parte final del hueso largo del brazo', 'Ausencia de osificación de las epífisis humerales']
HP:0003893	['Maduración acelerada de la parte final del hueso largo del antebrazo', 'Maduración avanzada de las epífisis humerales']
HP:0003894	['Retraso en la maduración de la parte final del hueso largo del antebrazo', 'Retraso en la maduración/osificación de las epífisis humerales']
HP:0003903	['Extremo ancho del hueso largo del brazo', 'Epífisis humeral ancha']
HP:0003904	['Epífisis anchas de los miembros superiores', 'Extremo ancho de los huesos del miembro superior']
HP:0003906	['Placa epifisaria humeral ancha', 'Placa de crecimiento del hueso largo ancho del brazo']
HP:0003907	['Anomalía de las metáfisis humerales', 'Anomalía de la porción ancha del hueso largo en la parte superior del brazo']
HP:0003908	['Fractura del asa del cazo', 'Fractura de la esquina metafisaria']
HP:0003910	['Agrandamiento de la porción ancha del hueso largo del brazo', 'Metáfisis humeral expandida']
HP:0003911	['Húmero acampanado', 'Porción ancha y acampanada del hueso largo del brazo', 'Metáfisis humeral ancha/ancha']
HP:0003913	['Metáfisis humeral irregular', 'Porción ancha e irregular del hueso largo de la parte superior del brazo']
HP:0003918	['Endurecimiento de la porción ancha del hueso largo del brazo', 'Rigidez de la porción ancha del hueso largo del brazo']
HP:0003926	['Anomalía del eje del hueso largo del brazo', 'Anomalía de la diáfisis humeral']
HP:0003935	['Diáfisis humeral ancha', 'Vástago ancho del hueso largo del brazo', 'Vástago ancho del hueso largo de la parte superior del brazo']
HP:0003951	['Metáfisis de codo irregulares', 'Porción ancha irregular del hueso del codo']
HP:0003953	['Ausencia del hueso del antebrazo', 'Aplasia de los huesos del antebrazo']
HP:0003961	['Fractura de antebrazo', 'Fractura del antebrazo', 'Fractura de los huesos del antebrazo']
HP:0003971	['Huesos anchos del antebrazo', 'Huesos anchos del antebrazo']
HP:0003974	['ausencia de radio y cúbito', 'Ausencia de osificación/ausencia de radio', 'Aplasia del radio', 'Falta del hueso grande externo del antebrazo', 'Radial aplasia']
HP:0003982	['Ausencia de osificación/ausencia de cúbito', 'Cúbito ausente', 'Ausencia de cúbito']
HP:0003994	['Muñeca dislocada', 'Dislocaciones de las muñecas']
HP:0004037	['Anomalía de la placa epifisaria del cúbito', 'Anomalía de la epífisis cubital']
HP:0004050	['Mano ausente', 'Pensaba']
HP:0004051	['Maduración acelerada de los huesos de la mano', 'Maduración avanzada de los huesos de la mano']
HP:0004052	['Retraso en la maduración/retraso en la osificación de la mano', 'Retraso en la maduración de los huesos de la mano']
HP:0004053	['Maduración disarmónica de los huesos de la mano', 'Osificación disarmónica de los huesos de la mano']
HP:0004054	['Esclerosis generalizada de los huesos de la mano', 'Esclerosis generalizada de los huesos de la mano', 'Esclerosis ósea de la mano', 'Aumento de la densidad ósea en el hueso de la mano', 'Aumento de la densidad ósea en los huesos de las manos']
HP:0004060	['anomalía del tridente', 'deformidad en tridente']
HP:0004097	['Posición atípica del dedo', 'Dedos desviados', 'Los dedos apuntan en una dirección diferente a la habitual']
HP:0004099	['Crecimiento excesivo de los dedos', 'Megalodactilia']
HP:0004100	['Anomalía del dedo índice', 'Anomalía del 2º dedo']
HP:0004112	['Surco nasal central', 'Surco nasal medio']
HP:0004122	['Hendidura central de la nariz', 'Defecto central de la nariz', 'Defecto nasal central', 'Hendidura nasal media', 'Defecto de la línea media de la nariz', 'Midline nasal defect']
HP:0004132	['Hoyuelo en la punta nasal', 'Hoyuelos en la punta de la nariz']
HP:0004150	['Anomalía del 3er dedo', 'Anomalía del dedo corazón']
HP:0004180	['Falange distal hipoplásica/pequeña del 3er dedo', 'Falange distal corta del tercer dedo', 'Hueso corto más externo del dedo corazón', 'Falange terminal corta del dedo corazón']
HP:0004188	['Anomalía del 4º dedo', 'Anomalía del dedo anular']
HP:0004197	['Huesos del dedo anular fusionados', 'Sinfalangismo del dedo anular']
HP:0004207	['Anomalía del 5º dedo', 'Anomalía del dedo meñique', 'Anomalía del dedo meñique', 'Anomalía del dedo meñique']
HP:0004209	['Clinodactilia bilateral del quinto dedo', 'Clinodactilia bilateral del quinto dedo', 'Clinodactilia del quinto dedo', 'Clinodactilia del dedo meñique', 'Curvatura del dedo meñique', 'Curvatura del dedo meñique', 'Curvatura del dedo meñique', 'Clinodactilia del quinto dedo', 'Curvatura permanente del dedo meñique']
HP:0004213	['Anomalía del hueso del dedo meñique', 'Anomalía de las falanges del 5º dedo', 'Anomalía del hueso del dedo meñique', 'Anomalía del hueso del dedo meñique']
HP:0004214	['Hueso del meñique curvado', 'Hueso del dedo meñique curvado', 'Hueso del meñique curvado']
HP:0004218	['Sinfalangismo del quinto dedo', 'Huesos del dedo meñique fusionados', 'Huesos del dedo meñique fusionados', 'Fusión de los huesos del meñique', 'Sinfalagismo del dedo meñique']
HP:0004219	['Anomalía del hueso medio del dedo meñique', 'Anomalía del hueso medio del dedo meñique', 'Anomalía del hueso medio del dedo meñique']
HP:0004220	['Hipoplasia de la falange media del 5º dedo', 'Braquimasofalangismo V', 'Braquimasofalangia V (dedo)', 'Hipoplasia de la falange media del quinto dedo', 'Falange media hipoplásica del quinto dedo', 'Falange media hipoplásica del 5º dedo', 'Falange media hipoplásica/pequeña del 5º dedo', 'Falange media hipoplásica/pequeña del dedo meñique', 'Hueso medio corto del dedo meñique', 'Hueso medio corto del dedo meñique', 'Hueso medio corto del dedo meñique', 'Falange media corta del dedo meñique', 'Braquidactilia tipo A3']
HP:0004222	['Parte final en forma de cono del hueso más externo del dedo meñique.', 'Parte final en forma de cono del hueso más externo del dedo meñique', 'Parte final en forma de cono del hueso más externo del dedo meñique', 'Epífisis cónica de la falange distal del dedo meñique']
HP:0004223	['Aumento de la densidad ósea de la parte final del hueso más externo del meñique', 'Aumento de la densidad ósea de la parte final del hueso más externo del dedo meñique', 'Aumento de la densidad ósea de la parte final del hueso más externo del dedo meñique', 'Epífisis de marfil de la falange distal del dedo meñique', 'Epífisis de marfil de la falange terminal del dedo meñique']
HP:0004224	['Anomalía de la parte final del hueso del dedo meñique medio', 'Anomalía de la parte final del hueso del dedo meñique medio', 'Anomalía de la parte final del hueso meñique medio']
HP:0004225	['Anomalía de la falange distal del dedo meñique', 'Anomalía del hueso más externo del dedo meñique', 'Anomalía del hueso más externo del dedo meñique', 'Anomalía del hueso más externo del dedo meñique', 'Anomalía de la falange terminal del dedo meñique']
HP:0004226	['Hueso del dedo meñique externo curvado', 'Hueso externo del dedo meñique curvado', 'Hueso meñique externo curvado', 'Falange terminal curvada del dedo meñique']
HP:0004227	['Braquitermalangismo V', 'Hipoplasia de la falange distal del quinto dedo', 'Falange terminal hipoplásica/pequeña del dedo meñique', 'Falange distal corta del quinto dedo', 'Hueso más externo y corto del meñique', 'Hueso externo corto del dedo meñique', 'Hueso más externo y corto del dedo meñique']
HP:0004230	['Dislocación parcial de la articulación más interna del dedo meñique', 'Luxación parcial de la articulación más interna del dedo meñique', 'Luxación parcial de la articulación más interna del dedo meñique']
HP:0004231	['Ausencia de hueso carpiano', 'Ausencia de huesos carpianos', 'Ausencia del centro de osificación del carpo', 'Ausencia del centro de osificación del carpo', 'Ausencia del hueso de la muñeca', 'Hueso carpiano aplásico', 'Falta el hueso de la muñeca']
HP:0004232	['Huesos adicionales de la muñeca', 'Huesos carpianos supernumerarios']
